ID,X_mm,Y_mm,Intensity,Classification
e58ce3cf-23b8-4aa0-9f5f-695f47c31b7c,-3,3.2,0.4533,constructive
c651d399-5930-4cb5-b623-c5961451e179,-2.8,3.2,0.8551,constructive
8ba50e70-8657-47aa-9e1a-559ea1137266,-2.6,3.2,0.9979,constructive
a0ead547-c070-4a72-8f7c-3c7cedf2b11c,-2.4,3.2,0.7926,constructive
0edfcaac-8c44-48d2-a9a0-c1009172c52a,-2.2,3.2,0.3539,constructive
f874a559-8147-47c9-b658-ff14cc06e9c3,-1.8,3.2,0.3158,destructive
ef5d615f-ff71-48d6-a8f2-fd8a6ed6ad49,1.8,3.2,0.3158,destructive
320a4123-78fc-40ee-8ba9-a81a2f8e29b6,2.2,3.2,0.3539,constructive
c7e7b80e-89ba-46b9-96f1-6d7f936acaed,2.4,3.2,0.7926,constructive
38a09295-f0f4-41da-ba8c-9e960928eb88,2.6,3.2,0.9979,constructive
8663defc-373c-479d-a02d-7cd289234958,2.8,3.2,0.8551,constructive
bf5a5dc0-61f3-4738-9597-d55c4186d76a,3,3.2,0.4533,constructive
0b7bfcc1-556f-4f79-918f-a82e35806235,4.2,3.2,0.4701,destructive
71745649-c9a6-4d3d-8357-0ff21089d5a6,4.4,3.2,0.8116,destructive
8c7eda20-f30c-4fc3-a321-2e53a35b522c,4.6,3.2,0.948,destructive
7786f6e0-4649-451b-8b0a-866c88954a98,4.8,3.2,0.7243,destructive
ac72c041-ba79-4dc2-8ccd-62da9013cfe5,5.4,3.2,0.3125,constructive
af7b8441-b9b7-41b6-99fd-732947b61fa1,6.8,3.2,0.5067,destructive
54ba667b-b2d5-4b2b-ad72-3b97694f364d,7,3.2,0.7642,destructive
bc595fb7-010d-4b59-8ca3-068f8956d842,7.2,3.2,0.6763,destructive
dbbe2650-234d-43e6-8fe6-43b947b3e9e4,7.8,3.2,0.3156,constructive
82bac2ee-bf90-4ca3-a1f7-db02c9330c7e,8.2,3.2,0.493,destructive
2e020740-465f-4516-902b-5ca1f5669c9c,8.4,3.2,0.6859,destructive
732bebb9-b162-4d58-b2de-6f1d8068905d,8.6,3.2,0.4234,destructive
dcb1b70e-1e2c-41ca-aa59-2e5429bd609e,9,3.2,0.4679,constructive
82f14b3a-0887-4dd8-b03b-0c41df54b221,9.2,3.2,0.5311,constructive
3c0c4bb4-8999-47bd-b627-839b0ecb8d0c,9.4,3.2,0.3888,constructive
b5f278b2-d6fc-4670-b22f-2dc8250a8a71,-9.8,3.4,0.3311,constructive
1ed6cc30-8211-469b-8f20-c2add946402e,-9,3.4,0.3214,constructive
10f06862-a980-44b8-999f-1e79536f869c,-7.8,3.4,0.3058,constructive
cfd91e90-6b3c-4a02-ba33-f6dffdcb0b44,-7.4,3.4,0.4209,destructive
45597807-edf1-4912-a449-7c862d5c05a4,-7.2,3.4,0.8904,destructive
ca155870-db67-4b21-a387-69afed39099f,-7,3.4,0.9622,destructive
336d9b1e-d9d0-4630-b235-87979a51b3b5,-6.8,3.4,0.6067,destructive
8feb21c1-9ed9-45dd-9a19-d3564c178084,-5.8,3.4,0.3194,destructive
df2fe5f2-d688-4db3-aa1f-01553b5979c9,-5,3.4,0.45,destructive
